,SalePrice,MSZoning,HeatingQC,BedroomAbvGr,GarageArea,YrSold,YearBuilt,LotArea,FullBath,YrSold - YearBuilt
423,315000.0,RL,Gd,4,696.0,2008,1998,9200,2,10
424,139000.0,RL,Gd,2,297.0,2008,1956,9000,1,52
425,135000.0,RM,Gd,3,240.0,2009,1946,3378,1,63
426,275000.0,RL,Gd,2,569.0,2009,1989,12800,2,20
427,109008.0,RL,Ex,3,352.0,2008,1957,8593,1,51
428,195400.0,RL,Ex,2,628.0,2007,2007,6762,2,0
429,175000.0,RL,TA,3,576.0,2009,1988,11457,2,21
430,85400.0,RM,TA,2,264.0,2008,1971,1680,1,37
431,79900.0,RM,Gd,4,0.0,2008,1920,5586,1,88
432,122500.0,RM,Ex,2,440.0,2007,1971,1920,1,36
433,181000.0,RL,Ex,3,470.0,2008,1997,10839,2,11
434,81000.0,RM,Gd,1,0.0,2008,1972,1890,1,36
435,212000.0,RL,Ex,3,550.0,2009,1996,10667,2,13
436,116000.0,RM,TA,2,440.0,2006,1920,4400,1,86
437,119000.0,RM,Gd,2,180.0,2009,1926,6000,1,83
438,90350.0,RL,TA,2,352.0,2007,1913,4280,1,94
439,110000.0,RL,Gd,3,528.0,2009,1920,12354,1,89
440,555000.0,RL,Ex,2,672.0,2009,2008,15431,2,1
441,118000.0,RL,TA,4,0.0,2008,1955,12108,2,53
442,162900.0,RM,TA,3,360.0,2008,1930,6240,2,78
443,172500.0,RL,Ex,2,648.0,2007,2006,3922,2,1
444,210000.0,RL,Ex,4,493.0,2008,1994,8750,2,14
445,127500.0,RL,Fa,3,480.0,2009,1956,9855,1,53
446,190000.0,RL,Ex,2,578.0,2010,1966,16492,2,44
447,199900.0,RL,Gd,4,431.0,2006,1998,11214,2,8
448,119500.0,RM,TA,3,198.0,2006,1937,8600,2,69
449,120000.0,RM,Ex,2,308.0,2007,1948,6000,1,59
450,110000.0,RM,Ex,2,270.0,2006,1930,5684,1,76
451,280000.0,RL,TA,2,576.0,2006,1975,70761,2,31
452,204000.0,RL,Ex,3,422.0,2007,1996,9303,2,11
453,210000.0,FV,Ex,3,676.0,2009,2008,9000,2,1
454,188000.0,RL,TA,4,560.0,2006,1976,9297,2,30
455,175500.0,RL,Fa,3,528.0,2007,1973,9600,1,34
456,98000.0,RM,Fa,4,513.0,2008,1916,4571,1,92
457,256000.0,RL,Ex,2,529.0,2008,1954,53227,1,54
458,161000.0,RM,Fa,3,228.0,2008,1925,5100,1,83
459,110000.0,RL,TA,3,352.0,2009,1950,7015,1,59
460,263435.0,FV,Ex,3,552.0,2009,2009,8004,2,0
461,155000.0,RL,Ex,3,576.0,2009,1936,7200,1,73
462,62383.0,RL,Gd,3,360.0,2009,1965,8281,1,44
463,188700.0,RL,Fa,3,240.0,2008,1934,11988,1,74
464,124000.0,RL,TA,3,0.0,2009,1978,8430,2,31
465,178740.0,RM,Ex,2,398.0,2006,2004,3072,2,2
466,167000.0,RL,TA,2,526.0,2007,1970,10628,1,37
467,146500.0,RL,Ex,3,312.0,2007,1942,9480,1,65
468,250000.0,RL,Ex,3,866.0,2007,2006,11428,2,1
469,187000.0,RL,Ex,3,506.0,2008,1993,9291,2,15
470,212000.0,RL,TA,1,528.0,2010,1985,6820,1,25
471,190000.0,RL,TA,3,534.0,2007,1977,11952,2,30
472,148000.0,RM,Ex,2,525.0,2008,2005,3675,1,3
473,440000.0,RL,Ex,2,908.0,2007,2006,14977,2,1
474,251000.0,RL,Ex,2,499.0,2007,2000,5330,2,7
475,132500.0,RL,TA,2,624.0,2007,1963,8480,1,44
476,208900.0,RL,Ex,3,508.0,2008,1997,13125,2,11
477,380000.0,RL,Ex,3,694.0,2007,2006,13693,2,1
478,297000.0,RL,Ex,3,826.0,2009,2007,10637,2,2
479,89471.0,RM,TA,2,672.0,2007,1937,5925,1,70
480,326000.0,RL,Ex,3,772.0,2006,2004,16033,2,2
481,374000.0,RL,Ex,2,874.0,2006,2003,11846,2,3
482,155000.0,RM,Ex,4,164.0,2009,1915,2500,1,94
483,164000.0,RM,Ex,2,402.0,2006,1998,4500,2,8
484,132500.0,RL,Gd,3,264.0,2007,1962,7758,1,45
485,147000.0,RL,Gd,3,264.0,2009,1950,9600,1,59
486,156000.0,RL,TA,3,515.0,2007,1965,10289,1,42
487,175000.0,RL,Gd,3,487.0,2007,1971,12243,2,36
488,160000.0,RL,TA,3,520.0,2006,1900,10800,2,106
489,86000.0,RM,TA,1,286.0,2009,1970,1526,1,39
490,115000.0,RM,TA,3,336.0,2008,1976,2665,1,32
491,133000.0,RL,TA,3,240.0,2006,1941,9490,1,65
492,172785.0,RL,Gd,3,429.0,2006,2006,15578,2,0
493,155000.0,RL,TA,3,308.0,2008,1960,7931,1,48
494,91300.0,RM,Gd,2,273.0,2009,1938,5784,1,71
495,34900.0,C (all),TA,2,0.0,2009,1920,7879,1,89
496,430000.0,RL,Ex,4,546.0,2007,1992,12692,3,15
497,184000.0,RL,Ex,4,240.0,2008,1925,9120,2,83
498,130000.0,RL,Ex,3,288.0,2009,1967,7800,1,42
499,120000.0,RL,Fa,2,297.0,2007,1958,7535,1,49
500,113000.0,RM,TA,3,264.0,2007,1973,1890,1,34
501,226700.0,FV,Gd,3,603.0,2008,2005,9803,2,3
502,140000.0,RL,Ex,2,461.0,2007,1965,9170,1,42
503,289000.0,RL,TA,1,484.0,2010,1959,15602,2,51
504,147000.0,RL,TA,3,440.0,2009,1974,2308,2,35
505,124500.0,RM,Gd,4,400.0,2009,1952,7596,2,57
506,215000.0,RL,Ex,3,471.0,2006,1993,9554,2,13
507,208300.0,FV,Ex,2,676.0,2009,2009,7862,2,0
508,161000.0,RM,Ex,3,360.0,2008,1928,9600,2,80
509,124500.0,RL,Ex,3,270.0,2009,1959,9600,1,50
510,164900.0,RL,Ex,2,288.0,2009,1951,14559,1,58
511,202665.0,RL,Ex,2,474.0,2006,2005,6792,2,1
512,129900.0,RL,TA,3,624.0,2006,1958,9100,1,48
513,134000.0,RL,TA,3,484.0,2007,1983,9187,1,24
514,96500.0,RL,Fa,2,200.0,2007,1926,10594,1,81
515,402861.0,RL,Ex,3,900.0,2009,2009,12220,2,0
516,158000.0,RL,TA,3,583.0,2009,1972,10448,2,37
517,265000.0,RL,Ex,3,889.0,2009,1996,10208,2,13
518,211000.0,RL,Ex,3,546.0,2007,1998,9531,2,9
519,234000.0,RL,Ex,3,282.0,2009,1926,10918,1,83
520,106250.0,RL,TA,3,0.0,2008,1900,10800,2,108
521,150000.0,RL,Ex,3,336.0,2007,1957,11988,1,50
522,159000.0,RM,Ex,3,420.0,2006,1947,5000,2,59
523,184750.0,RL,Ex,3,884.0,2007,2007,40094,3,0
524,315750.0,RL,Ex,3,834.0,2007,1996,11787,2,11
525,176000.0,FV,Ex,3,453.0,2006,2005,7500,2,1
526,132000.0,RL,TA,2,252.0,2007,1956,13300,1,51
527,446261.0,RL,Ex,3,858.0,2008,2008,14948,2,0
528,86000.0,RL,Ex,2,0.0,2007,1920,9098,1,87
529,200624.0,RL,TA,4,484.0,2007,1957,32668,3,50
530,175000.0,RL,Ex,3,600.0,2008,1988,10200,2,20
531,128000.0,RM,Ex,3,502.0,2008,1920,6155,2,88
532,107500.0,RL,Ex,2,392.0,2010,1955,7200,1,55
533,39300.0,RL,Fa,1,0.0,2007,1946,5000,1,61
534,178000.0,RL,Ex,3,403.0,2006,2004,9056,2,2
535,107500.0,RL,TA,3,0.0,2008,1910,7000,1,98
536,188000.0,RL,Ex,3,527.0,2008,1998,8924,2,10
537,111250.0,RL,TA,3,576.0,2008,1972,12735,1,36
538,158000.0,RL,TA,3,336.0,2006,1968,11553,1,38
539,272000.0,RL,Ex,3,670.0,2010,2001,11423,2,9
540,315000.0,RL,Ex,2,765.0,2009,2006,14601,2,3
541,248000.0,RL,Ex,4,648.0,2007,2000,11000,2,7
542,213250.0,RL,Ex,3,583.0,2009,1998,10140,2,11
543,133000.0,RH,Ex,1,367.0,2007,1998,4058,1,9
544,179665.0,RL,Ex,3,426.0,2006,2006,17104,2,0
545,229000.0,RL,Gd,4,786.0,2006,1988,13837,2,18
546,210000.0,RL,Ex,3,440.0,2007,1923,8737,1,84
547,129500.0,RL,Ex,2,624.0,2007,1970,7244,1,37
548,125000.0,RM,TA,2,720.0,2008,1955,8235,1,53
549,263000.0,FV,Ex,4,615.0,2009,2003,9375,2,6
550,140000.0,RL,TA,2,440.0,2008,1977,4043,2,31
551,112500.0,RM,Gd,3,288.0,2008,1957,6000,1,51
552,255500.0,RL,Ex,3,908.0,2009,2006,11146,2,3
553,108000.0,RL,Ex,2,520.0,2009,1949,8777,2,60
554,284000.0,RL,Ex,3,871.0,2008,2003,10625,2,5
555,113000.0,RM,TA,2,280.0,2006,1922,6380,1,84
556,141000.0,RL,TA,2,299.0,2006,1957,14850,1,49
557,108000.0,C (all),Gd,3,570.0,2006,1920,11040,1,86
558,175000.0,RL,Ex,3,406.0,2008,1996,21872,2,12
559,234000.0,RL,Ex,2,420.0,2006,2003,3196,2,3
560,121500.0,RL,TA,3,528.0,2010,1957,11341,1,53
561,170000.0,RL,Gd,2,418.0,2006,1974,10010,1,32
562,108000.0,RL,Ex,3,0.0,2008,1940,13907,1,68
563,185000.0,RL,Ex,4,396.0,2008,1918,21780,2,90
564,268000.0,RL,Ex,4,590.0,2006,1992,13346,2,14
565,128000.0,RL,TA,4,216.0,2010,1915,6858,1,95
566,325000.0,RL,Ex,4,656.0,2008,2005,11198,2,3
567,214000.0,RL,Ex,3,532.0,2010,2004,10171,2,6
568,316600.0,RL,Ex,1,612.0,2009,1983,12327,1,26
569,135960.0,RL,TA,2,600.0,2006,1979,7032,1,27
570,142600.0,RL,TA,6,576.0,2008,1965,13101,2,43
571,120000.0,RL,Ex,2,288.0,2006,1959,7332,1,47
572,224500.0,RL,Gd,3,650.0,2009,2009,13159,2,0
573,170000.0,RL,Ex,3,400.0,2007,2000,9967,2,7
574,139000.0,RL,TA,3,288.0,2007,1971,10500,1,36
575,118500.0,RL,TA,2,336.0,2008,1947,8480,1,61
576,145000.0,RL,Gd,3,216.0,2009,1928,6292,2,81
577,164500.0,RL,Ex,3,564.0,2006,1966,11777,1,40
578,146000.0,FV,Ex,2,540.0,2008,2007,3604,2,1
579,131500.0,RM,Ex,4,352.0,2008,1954,12150,2,54
580,181900.0,RL,Ex,3,572.0,2007,1960,14585,1,47
581,253293.0,RL,Ex,3,1390.0,2009,2008,12704,2,1
582,118500.0,RL,TA,3,0.0,2007,1990,11841,1,17
583,325000.0,RM,Gd,3,880.0,2008,1893,13500,3,115
584,133000.0,RM,Ex,3,240.0,2009,1935,6120,1,74
585,369900.0,RL,Ex,2,880.0,2006,2005,11443,2,1
586,130000.0,RL,Ex,2,275.0,2008,1918,10267,1,90
587,137000.0,RL,TA,2,528.0,2009,1982,8740,1,27
588,143000.0,RL,Ex,1,452.0,2009,1968,25095,1,41
589,79500.0,RM,TA,2,308.0,2008,1930,9100,1,78
590,185900.0,RL,Ex,3,520.0,2008,2004,8320,2,4
591,451950.0,RL,Ex,3,842.0,2009,2008,13478,2,1
592,138000.0,RL,Ex,2,816.0,2008,1982,6600,1,26
593,140000.0,RM,Ex,1,420.0,2009,2003,4435,1,6
594,110000.0,RL,TA,3,280.0,2008,1975,7990,1,33
595,319000.0,RL,Ex,3,758.0,2006,2005,11302,2,1
596,114504.0,RM,Ex,3,216.0,2006,1910,3600,1,96
597,194201.0,RL,Ex,2,648.0,2007,2006,3922,0,1
598,217500.0,RL,Ex,3,621.0,2006,1977,12984,2,29
599,151000.0,RM,TA,3,452.0,2008,1980,1950,2,28
600,275000.0,RL,Ex,3,736.0,2006,2005,10927,2,1
601,141000.0,RM,TA,3,544.0,2007,1937,9000,1,70
602,220000.0,RL,Ex,3,506.0,2006,1992,10041,2,14
603,151000.0,FV,Ex,2,480.0,2010,2004,3182,2,6
604,221000.0,RL,Ex,3,530.0,2008,2002,12803,2,6
605,205000.0,RL,TA,3,486.0,2009,1965,13600,2,44
606,152000.0,RL,Gd,3,576.0,2009,1996,12464,1,13
607,225000.0,RL,Ex,3,230.0,2006,1948,7800,3,58
608,359100.0,RL,TA,4,380.0,2007,1934,12168,2,73
609,118500.0,RL,Gd,3,261.0,2007,1961,7943,1,46
610,313000.0,RL,Ex,3,736.0,2009,2000,11050,2,9
611,148000.0,RL,TA,3,564.0,2007,1978,10395,2,29
612,261500.0,RL,Ex,3,531.0,2009,2001,11885,2,8
613,147000.0,RL,Ex,3,0.0,2007,2007,8402,1,0
614,75500.0,RM,Ex,1,0.0,2010,1972,1491,1,38
615,137500.0,RL,Ex,3,480.0,2010,1963,8800,1,47
616,183200.0,RL,Ex,3,393.0,2006,2002,7861,2,4
617,105500.0,RL,Gd,2,528.0,2008,1954,7227,1,54
618,314813.0,RL,Ex,3,774.0,2007,2007,11694,2,0
619,305000.0,RL,Ex,4,749.0,2008,2003,12244,2,5
620,67000.0,RL,TA,2,0.0,2008,1914,8248,1,94
621,240000.0,RL,TA,4,624.0,2008,1974,10800,2,34
622,135000.0,RL,TA,3,484.0,2009,1977,7064,1,32
623,168500.0,FV,Ex,2,440.0,2007,2000,2117,2,7
624,165150.0,RL,Gd,4,484.0,2006,1972,10400,1,34
625,160000.0,RL,TA,3,440.0,2010,1962,10000,1,48
626,139900.0,RL,TA,3,286.0,2007,1960,12342,1,47
627,153000.0,RL,Ex,3,364.0,2010,1955,9600,1,55
628,135000.0,RL,TA,5,504.0,2007,1969,11606,1,38
629,168500.0,RL,TA,3,520.0,2008,1964,9020,1,44
630,124000.0,RM,TA,3,240.0,2006,1880,9000,1,126
631,209500.0,RL,Ex,2,627.0,2007,2006,4590,2,1
632,82500.0,RL,TA,3,544.0,2009,1977,11900,2,32
633,139400.0,RL,TA,3,260.0,2007,1954,9250,1,53
634,144000.0,RL,Gd,0,576.0,2010,1980,6979,0,30
635,200000.0,RH,Ex,8,0.0,2007,1914,10896,2,93
636,60000.0,RM,Fa,1,0.0,2009,1936,6120,1,73
637,93000.0,RM,TA,3,256.0,2009,1954,6000,2,55
638,85000.0,RL,Gd,2,0.0,2008,1910,8777,1,98
639,264561.0,RL,Ex,1,648.0,2006,2006,3982,2,0
640,274000.0,RL,Ex,1,588.0,2008,2003,12677,1,5
641,226000.0,FV,Ex,3,650.0,2007,2001,7050,2,6
642,345000.0,RL,Gd,4,538.0,2009,1972,13860,2,37
643,152000.0,RL,Ex,4,462.0,2007,1969,10793,2,38
644,370878.0,FV,Ex,2,478.0,2009,2009,9187,2,0
645,143250.0,RL,TA,3,576.0,2007,1971,10530,1,36
646,98300.0,RL,Gd,3,420.0,2008,1950,7200,1,58
647,155000.0,RL,Ex,3,495.0,2008,1953,10452,1,55
648,155000.0,RL,TA,4,442.0,2010,1966,7700,1,44
649,84500.0,RM,Gd,1,0.0,2007,1970,1936,1,37
650,205950.0,FV,Ex,3,562.0,2008,2007,8125,2,1
651,108000.0,RL,TA,4,296.0,2009,1940,9084,1,69
652,191000.0,RL,Ex,2,512.0,2009,1996,8750,2,13
653,135000.0,RM,Ex,3,216.0,2008,1906,10320,1,102
654,350000.0,RL,Ex,2,839.0,2008,1995,10437,2,13
655,88000.0,RM,TA,3,264.0,2010,1971,1680,1,39
656,145500.0,RL,Ex,3,312.0,2008,1959,10007,1,49
657,149000.0,RL,TA,3,270.0,2008,1931,7200,1,77
658,97500.0,RL,TA,3,330.0,2010,1948,17503,1,62
659,167000.0,RL,Ex,3,480.0,2009,1964,9937,1,45
660,197900.0,RL,TA,3,550.0,2007,1976,12384,2,31
661,402000.0,RL,Ex,4,711.0,2009,1994,46589,2,15
662,110000.0,RL,Gd,2,576.0,2009,1968,13560,1,41
663,137500.0,RL,TA,3,588.0,2008,1972,10012,2,36
664,423000.0,RL,Ex,1,1134.0,2006,2005,20896,1,1
665,230500.0,RL,Ex,3,504.0,2006,2000,11194,2,6
666,129000.0,RL,TA,3,596.0,2007,1965,18450,2,42
667,193500.0,RL,Ex,3,575.0,2008,1994,8125,2,14
668,168000.0,RL,Gd,3,576.0,2006,1956,14175,1,50
669,137500.0,RL,Ex,2,252.0,2006,1922,11600,1,84
670,173500.0,RL,Ex,3,540.0,2009,2005,8633,2,4
671,103600.0,RH,TA,3,300.0,2009,1925,6629,2,84
672,165000.0,RL,TA,3,546.0,2006,1977,11250,1,29
673,257500.0,RL,Ex,3,416.0,2007,1957,14442,2,50
674,140000.0,RL,TA,3,384.0,2008,1965,9200,1,43
675,148500.0,RL,TA,3,440.0,2009,1978,2289,2,31
676,87000.0,RM,Fa,4,779.0,2006,1900,9600,2,106
677,109500.0,RL,Ex,2,240.0,2009,1924,9022,1,85
678,372500.0,RL,Ex,3,834.0,2009,2008,11844,2,1
679,128500.0,RL,TA,3,572.0,2007,1961,9945,1,46
680,143000.0,RL,TA,2,264.0,2010,1980,8012,2,30
681,159434.0,RH,Ex,3,281.0,2009,1932,4500,1,77
682,173000.0,RL,Ex,2,431.0,2008,1996,2887,1,12
683,285000.0,RL,Ex,3,702.0,2007,2002,11248,2,5
684,221000.0,RL,Gd,4,486.0,2010,1998,16770,2,12
685,207500.0,RL,Gd,3,577.0,2007,1984,5062,2,23
686,227875.0,FV,Ex,3,578.0,2007,2007,10207,3,0
687,148800.0,FV,Ex,2,480.0,2007,2004,5105,2,3
688,392000.0,RL,Ex,2,567.0,2007,2007,8089,2,0
689,194700.0,RL,Ex,2,460.0,2007,2005,7577,2,2
690,141000.0,RM,Ex,1,420.0,2008,2004,4426,1,4
691,755000.0,RL,Ex,4,832.0,2007,1994,21535,3,13
692,335000.0,RL,Ex,4,628.0,2006,1989,26178,2,17
693,108480.0,RL,Ex,2,326.0,2006,1921,5400,1,85
694,141500.0,RM,TA,3,576.0,2009,1936,6120,1,73
695,176000.0,RL,Gd,2,551.0,2006,1987,13811,2,19
696,89000.0,RM,Gd,2,205.0,2006,1921,6000,1,85
697,123500.0,RL,Fa,2,308.0,2006,1952,6420,1,54
698,138500.0,RL,Ex,3,336.0,2010,1965,8450,1,45
699,196000.0,FV,Ex,2,530.0,2008,2004,4282,2,4
700,312500.0,RL,Ex,3,765.0,2006,2002,14331,2,4
701,140000.0,RL,TA,3,528.0,2006,1969,9600,1,37
702,361919.0,RL,Ex,4,666.0,2006,2006,12438,2,0
703,140000.0,RM,Gd,4,672.0,2010,1900,7630,2,110
704,213000.0,RL,Ex,3,606.0,2010,2004,8400,2,6
705,55000.0,RM,Fa,3,0.0,2010,1930,5600,2,80
706,302000.0,RL,TA,2,739.0,2007,1971,115149,2,36
707,254000.0,RL,Ex,2,550.0,2009,2006,6240,2,3
708,179540.0,RL,Ex,3,400.0,2007,2007,9018,2,0
709,109900.0,RL,TA,3,408.0,2008,1966,7162,1,42
710,52000.0,RL,Gd,2,0.0,2008,1935,4130,1,73
711,102776.0,C (all),Gd,2,384.0,2010,1900,8712,1,110
712,189000.0,RL,Gd,2,472.0,2008,1988,4671,2,20
713,129000.0,RL,TA,3,576.0,2006,1970,9873,1,36
714,130500.0,RL,Ex,3,475.0,2010,1976,13517,2,34
715,165000.0,RL,TA,3,478.0,2009,1974,10140,2,35
716,159500.0,RM,Ex,3,704.0,2007,1890,10800,1,117
717,157000.0,RL,Gd,3,439.0,2008,1973,10000,1,35
718,341000.0,RL,Ex,3,983.0,2008,1993,10542,2,15
719,128500.0,RL,TA,3,300.0,2006,1969,9920,1,37
720,275000.0,RL,TA,2,564.0,2006,1985,6563,2,21
721,143000.0,RM,Ex,1,420.0,2010,2004,4426,1,6
722,124500.0,RL,Ex,3,463.0,2009,1970,8120,1,39
723,135000.0,RL,Ex,4,548.0,2008,1954,8172,2,54
724,320000.0,RL,Ex,3,768.0,2009,2007,13286,2,2
725,120500.0,RL,TA,3,660.0,2009,1970,6960,1,39
726,222000.0,RL,Ex,3,540.0,2009,1988,21695,2,21
727,194500.0,RL,Ex,2,632.0,2009,2007,7314,2,2
728,110000.0,RL,TA,4,888.0,2009,1958,11475,2,51
729,103000.0,RM,TA,2,539.0,2009,1925,6240,1,84
730,236500.0,RL,Ex,2,608.0,2010,1995,5389,2,15
731,187500.0,RL,Ex,3,438.0,2007,2003,9590,2,4
732,222500.0,RL,Ex,3,541.0,2008,1998,11404,2,10
733,131400.0,RL,Ex,3,264.0,2009,1961,10000,1,48
734,108000.0,RL,TA,3,300.0,2007,1968,8978,1,39
735,163000.0,RM,Fa,2,320.0,2006,1914,10800,1,92
736,93500.0,RL,Gd,2,400.0,2006,1950,8544,2,56
737,239900.0,RL,Ex,3,800.0,2006,2005,10463,2,1
738,179000.0,RL,TA,3,0.0,2009,1987,10800,3,22
739,190000.0,RL,Ex,3,572.0,2009,2004,9313,2,5
740,132000.0,RM,Ex,2,360.0,2007,1910,9600,2,97
741,142000.0,RL,Gd,3,288.0,2008,1961,6768,1,47
742,179000.0,RL,Ex,3,539.0,2007,2000,8450,2,7
743,175000.0,RL,Ex,3,480.0,2009,1963,12886,2,46
744,180000.0,RL,Gd,2,462.0,2008,1993,5395,2,15
745,299800.0,RL,Ex,4,831.0,2008,1976,8963,3,32
746,236000.0,RL,Ex,4,554.0,2009,2000,8795,2,9
747,265979.0,RM,TA,4,864.0,2009,1880,11700,1,129
748,260400.0,RL,Ex,3,527.0,2010,1996,10593,2,14
749,98000.0,RL,TA,4,240.0,2009,1945,8405,2,64
750,96500.0,RM,Gd,3,0.0,2010,1910,8800,1,100
751,162000.0,RL,Ex,3,400.0,2007,2003,7750,2,4
752,217000.0,RL,Ex,3,576.0,2006,1997,9236,2,9
753,275500.0,RL,Gd,3,878.0,2006,2005,10240,2,1
754,156000.0,RL,Gd,3,440.0,2009,1969,7930,1,40
755,172500.0,FV,Gd,3,440.0,2009,1999,3230,2,10
756,212000.0,RL,Ex,3,578.0,2009,2007,10769,2,2
757,158900.0,RL,TA,3,440.0,2010,1978,11616,2,32
758,179400.0,FV,Gd,3,440.0,2008,1999,2280,2,9
759,290000.0,RL,Ex,4,752.0,2007,1995,12257,2,12
760,127500.0,RL,Ex,2,300.0,2009,1959,9100,1,50
761,100000.0,RM,TA,2,440.0,2009,1924,6911,1,85
762,215200.0,FV,Ex,3,614.0,2010,2009,8640,2,1
763,337000.0,RL,Ex,3,856.0,2009,1999,9430,2,10
764,270000.0,RL,Ex,2,481.0,2006,1995,9549,1,11
765,264132.0,RL,Ex,2,592.0,2008,2008,14587,2,0
766,196500.0,RL,TA,3,496.0,2010,1988,10421,2,22
767,160000.0,RL,Ex,4,423.0,2008,1940,12508,2,68
768,216837.0,RL,Ex,3,484.0,2006,2004,9100,2,2
769,538000.0,RL,Ex,4,841.0,2010,2003,53504,3,7
770,134900.0,RL,TA,2,576.0,2009,1982,7252,1,27
771,102000.0,RL,TA,2,396.0,2006,1951,8877,1,55
772,107000.0,RL,TA,3,672.0,2010,1976,7819,1,34
773,114500.0,RL,Ex,2,275.0,2007,1958,10150,1,49
774,395000.0,RL,Gd,3,895.0,2007,2006,14226,2,1
775,162000.0,RM,Ex,2,412.0,2009,1998,4500,2,11
776,221500.0,RL,Ex,3,865.0,2006,2005,11210,2,1
777,142500.0,RL,TA,3,440.0,2006,1974,13350,1,32
778,144000.0,RH,TA,4,630.0,2007,1977,8400,2,30
779,135000.0,RL,TA,2,504.0,2006,1977,10530,1,29
780,176000.0,RL,Gd,3,402.0,2007,1995,7875,2,12
781,175900.0,RL,Ex,3,484.0,2006,1992,7153,2,14
782,187100.0,RL,Ex,3,605.0,2009,2001,16285,2,8
783,165500.0,RL,Ex,1,602.0,2009,1978,9101,1,31
784,128000.0,RM,Ex,3,0.0,2008,1914,6300,2,94
785,161500.0,RL,TA,3,457.0,2009,1967,9790,2,42
786,139000.0,RM,TA,4,416.0,2010,1915,10800,2,95
787,233000.0,RL,Ex,4,618.0,2010,2004,10142,2,6
788,107900.0,RM,Ex,2,281.0,2008,1954,6000,1,54
789,187500.0,RL,Gd,5,444.0,2007,1966,12205,2,41
790,160200.0,RL,Ex,2,397.0,2009,2005,3182,2,4
791,146800.0,RL,TA,3,539.0,2007,1976,11333,1,31
792,269790.0,RL,Ex,3,455.0,2007,1996,9920,2,11
793,225000.0,RL,Ex,3,474.0,2007,2007,9158,2,0
794,194500.0,RL,Ex,3,409.0,2008,1994,10832,2,14
795,171000.0,RL,TA,3,476.0,2010,1980,8400,2,30
796,143500.0,RL,Ex,3,528.0,2007,1977,8197,1,30
797,110000.0,RL,Gd,2,240.0,2008,1953,7677,1,55
798,485000.0,RL,Ex,4,820.0,2009,2008,13518,3,1
799,175000.0,RL,Ex,3,240.0,2007,1937,7200,1,70
800,200000.0,RL,Gd,4,603.0,2008,1997,12798,2,11
801,109900.0,RM,Ex,2,440.0,2007,1916,4800,1,91
802,189000.0,RL,Ex,3,410.0,2008,2005,8199,2,3
803,582933.0,RL,Ex,4,1020.0,2009,2008,13891,3,1
804,118000.0,RL,TA,2,286.0,2006,1954,9000,1,52
805,227680.0,RL,Ex,3,554.0,2008,2008,12274,2,0
806,135500.0,RL,Gd,3,384.0,2006,1967,9750,2,39
807,223500.0,RL,Ex,3,528.0,2009,1923,21384,1,86
808,159950.0,RL,TA,3,484.0,2006,1966,13400,1,40
809,106000.0,RM,TA,2,360.0,2009,1898,8100,2,111
810,181000.0,RL,Fa,3,484.0,2006,1974,10140,1,32
811,144500.0,RM,Ex,1,420.0,2008,2004,4438,1,4
812,55993.0,C (all),TA,2,504.0,2010,1952,8712,1,58
813,157900.0,RL,Gd,4,301.0,2007,1958,9750,1,49
814,116000.0,RL,Gd,3,280.0,2006,1918,8248,1,88
815,224900.0,RL,Ex,3,598.0,2010,1998,12137,2,12
816,137000.0,RL,Gd,2,275.0,2006,1954,11425,1,52
817,271000.0,RL,Ex,3,857.0,2008,2002,13265,2,6
818,155000.0,RL,Gd,3,440.0,2010,1971,8816,1,39
819,224000.0,RL,Ex,2,484.0,2010,2009,6371,2,1
820,183000.0,RL,Ex,3,595.0,2008,2003,7226,2,5
821,93000.0,RM,TA,2,576.0,2009,1953,6000,1,56
822,225000.0,RL,Ex,3,433.0,2007,2003,12394,2,4
823,139500.0,RL,TA,3,240.0,2009,1940,9900,2,69
824,232600.0,FV,Ex,3,776.0,2006,2006,11216,2,0
825,385000.0,RL,Ex,2,1220.0,2008,2007,14803,2,1
826,109500.0,RM,Gd,2,0.0,2008,1924,6130,1,84
827,189000.0,RL,Ex,3,527.0,2009,2001,8529,2,8
828,185000.0,RL,TA,3,538.0,2009,1967,28698,2,42
829,147400.0,FV,Ex,2,480.0,2006,2005,2544,2,1
830,166000.0,RL,TA,3,458.0,2008,1957,11900,1,51
831,151000.0,FV,Ex,2,480.0,2006,2005,3180,2,1
832,237000.0,RL,Ex,3,613.0,2010,2003,9548,2,7
833,167000.0,RL,TA,3,472.0,2009,1964,10004,1,45
834,139950.0,RL,Gd,3,456.0,2008,1961,7875,1,47
835,128000.0,RL,TA,2,436.0,2010,1950,9600,2,60
836,153500.0,RM,Gd,2,812.0,2007,1948,8100,1,59
837,100000.0,RM,TA,2,264.0,2008,1973,1680,1,35
838,144000.0,RL,Ex,3,352.0,2008,1995,9525,1,13
839,130500.0,RL,Ex,3,240.0,2008,1946,11767,1,62
840,140000.0,RH,TA,4,400.0,2008,1925,12155,2,83
841,157500.0,RM,Gd,3,686.0,2008,1904,10440,2,104
842,174900.0,RL,TA,3,490.0,2008,1966,9020,1,42
843,141000.0,RL,Ex,6,0.0,2007,1961,8000,2,46
844,153900.0,RM,Gd,4,720.0,2008,1915,12665,1,93
845,171000.0,RL,TA,3,611.0,2007,1975,16647,2,32
846,213000.0,RL,Ex,3,425.0,2009,1993,9317,2,16
847,133500.0,RL,Ex,3,338.0,2009,1972,15523,1,37
