Preço da venda,Zona,Qualidade do Aquecimento,Número de Quartos,Área da Garagem,Área do Lote,Número de Banheiros,Idade do Imóvel,Alta Densidade Residencial,Baixa Densidade Residencial,Comercial,Média Densidade Residencial,Vila Flutuante Residencial,Bom,Excelente,Médio,Razoável,Ruim
173000.0,Baixa Densidade Residencial,Excelente,2,431.0,2887,1,12,0,1,0,0,0,0,1,0,0,0
285000.0,Baixa Densidade Residencial,Excelente,3,702.0,11248,2,5,0,1,0,0,0,0,1,0,0,0
221000.0,Baixa Densidade Residencial,Bom,4,486.0,16770,2,12,0,1,0,0,0,1,0,0,0,0
207500.0,Baixa Densidade Residencial,Bom,3,577.0,5062,2,23,0,1,0,0,0,1,0,0,0,0
227875.0,Vila Flutuante Residencial,Excelente,3,578.0,10207,3,0,0,0,0,0,1,0,1,0,0,0
148800.0,Vila Flutuante Residencial,Excelente,2,480.0,5105,2,3,0,0,0,0,1,0,1,0,0,0
392000.0,Baixa Densidade Residencial,Excelente,2,567.0,8089,2,0,0,1,0,0,0,0,1,0,0,0
194700.0,Baixa Densidade Residencial,Excelente,2,460.0,7577,2,2,0,1,0,0,0,0,1,0,0,0
141000.0,Média Densidade Residencial,Excelente,1,420.0,4426,1,4,0,0,0,1,0,0,1,0,0,0
755000.0,Baixa Densidade Residencial,Excelente,4,832.0,21535,3,13,0,1,0,0,0,0,1,0,0,0
335000.0,Baixa Densidade Residencial,Excelente,4,628.0,26178,2,17,0,1,0,0,0,0,1,0,0,0
108480.0,Baixa Densidade Residencial,Excelente,2,326.0,5400,1,85,0,1,0,0,0,0,1,0,0,0
141500.0,Média Densidade Residencial,Médio,3,576.0,6120,1,73,0,0,0,1,0,0,0,1,0,0
176000.0,Baixa Densidade Residencial,Bom,2,551.0,13811,2,19,0,1,0,0,0,1,0,0,0,0
89000.0,Média Densidade Residencial,Bom,2,205.0,6000,1,85,0,0,0,1,0,1,0,0,0,0
123500.0,Baixa Densidade Residencial,Razoável,2,308.0,6420,1,54,0,1,0,0,0,0,0,0,1,0
138500.0,Baixa Densidade Residencial,Excelente,3,336.0,8450,1,45,0,1,0,0,0,0,1,0,0,0
196000.0,Vila Flutuante Residencial,Excelente,2,530.0,4282,2,4,0,0,0,0,1,0,1,0,0,0
312500.0,Baixa Densidade Residencial,Excelente,3,765.0,14331,2,4,0,1,0,0,0,0,1,0,0,0
140000.0,Baixa Densidade Residencial,Médio,3,528.0,9600,1,37,0,1,0,0,0,0,0,1,0,0
361919.0,Baixa Densidade Residencial,Excelente,4,666.0,12438,2,0,0,1,0,0,0,0,1,0,0,0
140000.0,Média Densidade Residencial,Bom,4,672.0,7630,2,110,0,0,0,1,0,1,0,0,0,0
213000.0,Baixa Densidade Residencial,Excelente,3,606.0,8400,2,6,0,1,0,0,0,0,1,0,0,0
55000.0,Média Densidade Residencial,Razoável,3,0.0,5600,2,80,0,0,0,1,0,0,0,0,1,0
302000.0,Baixa Densidade Residencial,Médio,2,739.0,115149,2,36,0,1,0,0,0,0,0,1,0,0
254000.0,Baixa Densidade Residencial,Excelente,2,550.0,6240,2,3,0,1,0,0,0,0,1,0,0,0
179540.0,Baixa Densidade Residencial,Excelente,3,400.0,9018,2,0,0,1,0,0,0,0,1,0,0,0
109900.0,Baixa Densidade Residencial,Médio,3,408.0,7162,1,42,0,1,0,0,0,0,0,1,0,0
52000.0,Baixa Densidade Residencial,Bom,2,0.0,4130,1,73,0,1,0,0,0,1,0,0,0,0
102776.0,Comercial,Bom,2,384.0,8712,1,110,0,0,1,0,0,1,0,0,0,0
189000.0,Baixa Densidade Residencial,Bom,2,472.0,4671,2,20,0,1,0,0,0,1,0,0,0,0
129000.0,Baixa Densidade Residencial,Médio,3,576.0,9873,1,36,0,1,0,0,0,0,0,1,0,0
130500.0,Baixa Densidade Residencial,Excelente,3,475.0,13517,2,34,0,1,0,0,0,0,1,0,0,0
165000.0,Baixa Densidade Residencial,Médio,3,478.0,10140,2,35,0,1,0,0,0,0,0,1,0,0
159500.0,Média Densidade Residencial,Excelente,3,704.0,10800,1,117,0,0,0,1,0,0,1,0,0,0
157000.0,Baixa Densidade Residencial,Bom,3,439.0,10000,1,35,0,1,0,0,0,1,0,0,0,0
341000.0,Baixa Densidade Residencial,Excelente,3,983.0,10542,2,15,0,1,0,0,0,0,1,0,0,0
128500.0,Baixa Densidade Residencial,Médio,3,300.0,9920,1,37,0,1,0,0,0,0,0,1,0,0
275000.0,Baixa Densidade Residencial,Médio,2,564.0,6563,2,21,0,1,0,0,0,0,0,1,0,0
143000.0,Média Densidade Residencial,Excelente,1,420.0,4426,1,6,0,0,0,1,0,0,1,0,0,0
124500.0,Baixa Densidade Residencial,Excelente,3,463.0,8120,1,39,0,1,0,0,0,0,1,0,0,0
135000.0,Baixa Densidade Residencial,Excelente,4,548.0,8172,2,54,0,1,0,0,0,0,1,0,0,0
320000.0,Baixa Densidade Residencial,Excelente,3,768.0,13286,2,2,0,1,0,0,0,0,1,0,0,0
120500.0,Baixa Densidade Residencial,Médio,3,660.0,6960,1,39,0,1,0,0,0,0,0,1,0,0
222000.0,Baixa Densidade Residencial,Excelente,3,540.0,21695,2,21,0,1,0,0,0,0,1,0,0,0
194500.0,Baixa Densidade Residencial,Excelente,2,632.0,7314,2,2,0,1,0,0,0,0,1,0,0,0
110000.0,Baixa Densidade Residencial,Médio,4,888.0,11475,2,51,0,1,0,0,0,0,0,1,0,0
103000.0,Média Densidade Residencial,Médio,2,539.0,6240,1,84,0,0,0,1,0,0,0,1,0,0
236500.0,Baixa Densidade Residencial,Excelente,2,608.0,5389,2,15,0,1,0,0,0,0,1,0,0,0
187500.0,Baixa Densidade Residencial,Excelente,3,438.0,9590,2,4,0,1,0,0,0,0,1,0,0,0
222500.0,Baixa Densidade Residencial,Excelente,3,541.0,11404,2,10,0,1,0,0,0,0,1,0,0,0
131400.0,Baixa Densidade Residencial,Excelente,3,264.0,10000,1,48,0,1,0,0,0,0,1,0,0,0
108000.0,Baixa Densidade Residencial,Médio,3,300.0,8978,1,39,0,1,0,0,0,0,0,1,0,0
163000.0,Média Densidade Residencial,Razoável,2,320.0,10800,1,92,0,0,0,1,0,0,0,0,1,0
93500.0,Baixa Densidade Residencial,Bom,2,400.0,8544,2,56,0,1,0,0,0,1,0,0,0,0
239900.0,Baixa Densidade Residencial,Excelente,3,800.0,10463,2,1,0,1,0,0,0,0,1,0,0,0
179000.0,Baixa Densidade Residencial,Médio,3,0.0,10800,3,22,0,1,0,0,0,0,0,1,0,0
190000.0,Baixa Densidade Residencial,Excelente,3,572.0,9313,2,5,0,1,0,0,0,0,1,0,0,0
132000.0,Média Densidade Residencial,Excelente,2,360.0,9600,2,97,0,0,0,1,0,0,1,0,0,0
142000.0,Baixa Densidade Residencial,Bom,3,288.0,6768,1,47,0,1,0,0,0,1,0,0,0,0
179000.0,Baixa Densidade Residencial,Excelente,3,539.0,8450,2,7,0,1,0,0,0,0,1,0,0,0
175000.0,Baixa Densidade Residencial,Excelente,3,480.0,12886,2,46,0,1,0,0,0,0,1,0,0,0
180000.0,Baixa Densidade Residencial,Bom,2,462.0,5395,2,15,0,1,0,0,0,1,0,0,0,0
299800.0,Baixa Densidade Residencial,Excelente,4,831.0,8963,3,32,0,1,0,0,0,0,1,0,0,0
236000.0,Baixa Densidade Residencial,Excelente,4,554.0,8795,2,9,0,1,0,0,0,0,1,0,0,0
265979.0,Média Densidade Residencial,Médio,4,864.0,11700,1,129,0,0,0,1,0,0,0,1,0,0
260400.0,Baixa Densidade Residencial,Excelente,3,527.0,10593,2,14,0,1,0,0,0,0,1,0,0,0
98000.0,Baixa Densidade Residencial,Médio,4,240.0,8405,2,64,0,1,0,0,0,0,0,1,0,0
96500.0,Média Densidade Residencial,Bom,3,0.0,8800,1,100,0,0,0,1,0,1,0,0,0,0
162000.0,Baixa Densidade Residencial,Excelente,3,400.0,7750,2,4,0,1,0,0,0,0,1,0,0,0
217000.0,Baixa Densidade Residencial,Excelente,3,576.0,9236,2,9,0,1,0,0,0,0,1,0,0,0
275500.0,Baixa Densidade Residencial,Bom,3,878.0,10240,2,1,0,1,0,0,0,1,0,0,0,0
156000.0,Baixa Densidade Residencial,Bom,3,440.0,7930,1,40,0,1,0,0,0,1,0,0,0,0
172500.0,Vila Flutuante Residencial,Bom,3,440.0,3230,2,10,0,0,0,0,1,1,0,0,0,0
212000.0,Baixa Densidade Residencial,Excelente,3,578.0,10769,2,2,0,1,0,0,0,0,1,0,0,0
158900.0,Baixa Densidade Residencial,Médio,3,440.0,11616,2,32,0,1,0,0,0,0,0,1,0,0
179400.0,Vila Flutuante Residencial,Bom,3,440.0,2280,2,9,0,0,0,0,1,1,0,0,0,0
290000.0,Baixa Densidade Residencial,Excelente,4,752.0,12257,2,12,0,1,0,0,0,0,1,0,0,0
127500.0,Baixa Densidade Residencial,Excelente,2,300.0,9100,1,50,0,1,0,0,0,0,1,0,0,0
100000.0,Média Densidade Residencial,Médio,2,440.0,6911,1,85,0,0,0,1,0,0,0,1,0,0
215200.0,Vila Flutuante Residencial,Excelente,3,614.0,8640,2,1,0,0,0,0,1,0,1,0,0,0
337000.0,Baixa Densidade Residencial,Excelente,3,856.0,9430,2,10,0,1,0,0,0,0,1,0,0,0
270000.0,Baixa Densidade Residencial,Excelente,2,481.0,9549,1,11,0,1,0,0,0,0,1,0,0,0
264132.0,Baixa Densidade Residencial,Excelente,2,592.0,14587,2,0,0,1,0,0,0,0,1,0,0,0
196500.0,Baixa Densidade Residencial,Médio,3,496.0,10421,2,22,0,1,0,0,0,0,0,1,0,0
160000.0,Baixa Densidade Residencial,Excelente,4,423.0,12508,2,68,0,1,0,0,0,0,1,0,0,0
216837.0,Baixa Densidade Residencial,Excelente,3,484.0,9100,2,2,0,1,0,0,0,0,1,0,0,0
538000.0,Baixa Densidade Residencial,Excelente,4,841.0,53504,3,7,0,1,0,0,0,0,1,0,0,0
134900.0,Baixa Densidade Residencial,Médio,2,576.0,7252,1,27,0,1,0,0,0,0,0,1,0,0
102000.0,Baixa Densidade Residencial,Médio,2,396.0,8877,1,55,0,1,0,0,0,0,0,1,0,0
107000.0,Baixa Densidade Residencial,Médio,3,672.0,7819,1,34,0,1,0,0,0,0,0,1,0,0
114500.0,Baixa Densidade Residencial,Excelente,2,275.0,10150,1,49,0,1,0,0,0,0,1,0,0,0
395000.0,Baixa Densidade Residencial,Bom,3,895.0,14226,2,1,0,1,0,0,0,1,0,0,0,0
162000.0,Média Densidade Residencial,Excelente,2,412.0,4500,2,11,0,0,0,1,0,0,1,0,0,0
221500.0,Baixa Densidade Residencial,Excelente,3,865.0,11210,2,1,0,1,0,0,0,0,1,0,0,0
142500.0,Baixa Densidade Residencial,Médio,3,440.0,13350,1,32,0,1,0,0,0,0,0,1,0,0
144000.0,Alta Densidade Residencial,Médio,4,630.0,8400,2,30,1,0,0,0,0,0,0,1,0,0
135000.0,Baixa Densidade Residencial,Médio,2,504.0,10530,1,29,0,1,0,0,0,0,0,1,0,0
176000.0,Baixa Densidade Residencial,Bom,3,402.0,7875,2,12,0,1,0,0,0,1,0,0,0,0
175900.0,Baixa Densidade Residencial,Excelente,3,484.0,7153,2,14,0,1,0,0,0,0,1,0,0,0
187100.0,Baixa Densidade Residencial,Excelente,3,605.0,16285,2,8,0,1,0,0,0,0,1,0,0,0
165500.0,Baixa Densidade Residencial,Excelente,1,602.0,9101,1,31,0,1,0,0,0,0,1,0,0,0
128000.0,Média Densidade Residencial,Excelente,3,0.0,6300,2,94,0,0,0,1,0,0,1,0,0,0
161500.0,Baixa Densidade Residencial,Médio,3,457.0,9790,2,42,0,1,0,0,0,0,0,1,0,0
139000.0,Média Densidade Residencial,Médio,4,416.0,10800,2,95,0,0,0,1,0,0,0,1,0,0
233000.0,Baixa Densidade Residencial,Excelente,4,618.0,10142,2,6,0,1,0,0,0,0,1,0,0,0
107900.0,Média Densidade Residencial,Excelente,2,281.0,6000,1,54,0,0,0,1,0,0,1,0,0,0
187500.0,Baixa Densidade Residencial,Bom,5,444.0,12205,2,41,0,1,0,0,0,1,0,0,0,0
160200.0,Baixa Densidade Residencial,Excelente,2,397.0,3182,2,4,0,1,0,0,0,0,1,0,0,0
146800.0,Baixa Densidade Residencial,Médio,3,539.0,11333,1,31,0,1,0,0,0,0,0,1,0,0
269790.0,Baixa Densidade Residencial,Excelente,3,455.0,9920,2,11,0,1,0,0,0,0,1,0,0,0
225000.0,Baixa Densidade Residencial,Excelente,3,474.0,9158,2,0,0,1,0,0,0,0,1,0,0,0
194500.0,Baixa Densidade Residencial,Excelente,3,409.0,10832,2,14,0,1,0,0,0,0,1,0,0,0
171000.0,Baixa Densidade Residencial,Médio,3,476.0,8400,2,30,0,1,0,0,0,0,0,1,0,0
143500.0,Baixa Densidade Residencial,Excelente,3,528.0,8197,1,30,0,1,0,0,0,0,1,0,0,0
110000.0,Baixa Densidade Residencial,Bom,2,240.0,7677,1,55,0,1,0,0,0,1,0,0,0,0
485000.0,Baixa Densidade Residencial,Excelente,4,820.0,13518,3,1,0,1,0,0,0,0,1,0,0,0
175000.0,Baixa Densidade Residencial,Excelente,3,240.0,7200,1,70,0,1,0,0,0,0,1,0,0,0
200000.0,Baixa Densidade Residencial,Bom,4,603.0,12798,2,11,0,1,0,0,0,1,0,0,0,0
109900.0,Média Densidade Residencial,Excelente,2,440.0,4800,1,91,0,0,0,1,0,0,1,0,0,0
189000.0,Baixa Densidade Residencial,Excelente,3,410.0,8199,2,3,0,1,0,0,0,0,1,0,0,0
582933.0,Baixa Densidade Residencial,Excelente,4,1020.0,13891,3,1,0,1,0,0,0,0,1,0,0,0
118000.0,Baixa Densidade Residencial,Médio,2,286.0,9000,1,52,0,1,0,0,0,0,0,1,0,0
227680.0,Baixa Densidade Residencial,Excelente,3,554.0,12274,2,0,0,1,0,0,0,0,1,0,0,0
135500.0,Baixa Densidade Residencial,Bom,3,384.0,9750,2,39,0,1,0,0,0,1,0,0,0,0
223500.0,Baixa Densidade Residencial,Excelente,3,528.0,21384,1,86,0,1,0,0,0,0,1,0,0,0
159950.0,Baixa Densidade Residencial,Médio,3,484.0,13400,1,40,0,1,0,0,0,0,0,1,0,0
106000.0,Média Densidade Residencial,Médio,2,360.0,8100,2,111,0,0,0,1,0,0,0,1,0,0
181000.0,Baixa Densidade Residencial,Razoável,3,484.0,10140,1,32,0,1,0,0,0,0,0,0,1,0
144500.0,Média Densidade Residencial,Excelente,1,420.0,4438,1,4,0,0,0,1,0,0,1,0,0,0
55993.0,Comercial,Médio,2,504.0,8712,1,58,0,0,1,0,0,0,0,1,0,0
157900.0,Baixa Densidade Residencial,Bom,4,301.0,9750,1,49,0,1,0,0,0,1,0,0,0,0
116000.0,Baixa Densidade Residencial,Bom,3,280.0,8248,1,88,0,1,0,0,0,1,0,0,0,0
224900.0,Baixa Densidade Residencial,Excelente,3,598.0,12137,2,12,0,1,0,0,0,0,1,0,0,0
137000.0,Baixa Densidade Residencial,Bom,2,275.0,11425,1,52,0,1,0,0,0,1,0,0,0,0
271000.0,Baixa Densidade Residencial,Excelente,3,857.0,13265,2,6,0,1,0,0,0,0,1,0,0,0
155000.0,Baixa Densidade Residencial,Bom,3,440.0,8816,1,39,0,1,0,0,0,1,0,0,0,0
224000.0,Baixa Densidade Residencial,Excelente,2,484.0,6371,2,1,0,1,0,0,0,0,1,0,0,0
183000.0,Baixa Densidade Residencial,Excelente,3,595.0,7226,2,5,0,1,0,0,0,0,1,0,0,0
93000.0,Média Densidade Residencial,Médio,2,576.0,6000,1,56,0,0,0,1,0,0,0,1,0,0
225000.0,Baixa Densidade Residencial,Excelente,3,433.0,12394,2,4,0,1,0,0,0,0,1,0,0,0
139500.0,Baixa Densidade Residencial,Médio,3,240.0,9900,2,69,0,1,0,0,0,0,0,1,0,0
232600.0,Vila Flutuante Residencial,Excelente,3,776.0,11216,2,0,0,0,0,0,1,0,1,0,0,0
385000.0,Baixa Densidade Residencial,Excelente,2,1220.0,14803,2,1,0,1,0,0,0,0,1,0,0,0
109500.0,Média Densidade Residencial,Bom,2,0.0,6130,1,84,0,0,0,1,0,1,0,0,0,0
189000.0,Baixa Densidade Residencial,Excelente,3,527.0,8529,2,8,0,1,0,0,0,0,1,0,0,0
185000.0,Baixa Densidade Residencial,Médio,3,538.0,28698,2,42,0,1,0,0,0,0,0,1,0,0
147400.0,Vila Flutuante Residencial,Excelente,2,480.0,2544,2,1,0,0,0,0,1,0,1,0,0,0
166000.0,Baixa Densidade Residencial,Médio,3,458.0,11900,1,51,0,1,0,0,0,0,0,1,0,0
151000.0,Vila Flutuante Residencial,Excelente,2,480.0,3180,2,1,0,0,0,0,1,0,1,0,0,0
237000.0,Baixa Densidade Residencial,Excelente,3,613.0,9548,2,7,0,1,0,0,0,0,1,0,0,0
167000.0,Baixa Densidade Residencial,Médio,3,472.0,10004,1,45,0,1,0,0,0,0,0,1,0,0
139950.0,Baixa Densidade Residencial,Bom,3,456.0,7875,1,47,0,1,0,0,0,1,0,0,0,0
128000.0,Baixa Densidade Residencial,Médio,2,436.0,9600,2,60,0,1,0,0,0,0,0,1,0,0
153500.0,Média Densidade Residencial,Bom,2,812.0,8100,1,59,0,0,0,1,0,1,0,0,0,0
100000.0,Média Densidade Residencial,Médio,2,264.0,1680,1,35,0,0,0,1,0,0,0,1,0,0
144000.0,Baixa Densidade Residencial,Excelente,3,352.0,9525,1,13,0,1,0,0,0,0,1,0,0,0
130500.0,Baixa Densidade Residencial,Excelente,3,240.0,11767,1,62,0,1,0,0,0,0,1,0,0,0
140000.0,Alta Densidade Residencial,Médio,4,400.0,12155,2,83,1,0,0,0,0,0,0,1,0,0
157500.0,Média Densidade Residencial,Bom,3,686.0,10440,2,104,0,0,0,1,0,1,0,0,0,0
174900.0,Baixa Densidade Residencial,Médio,3,490.0,9020,1,42,0,1,0,0,0,0,0,1,0,0
141000.0,Baixa Densidade Residencial,Excelente,6,0.0,8000,2,46,0,1,0,0,0,0,1,0,0,0
153900.0,Média Densidade Residencial,Bom,4,720.0,12665,1,93,0,0,0,1,0,1,0,0,0,0
171000.0,Baixa Densidade Residencial,Médio,3,611.0,16647,2,32,0,1,0,0,0,0,0,1,0,0
213000.0,Baixa Densidade Residencial,Excelente,3,425.0,9317,2,16,0,1,0,0,0,0,1,0,0,0
133500.0,Baixa Densidade Residencial,Excelente,3,338.0,15523,1,37,0,1,0,0,0,0,1,0,0,0
240000.0,Baixa Densidade Residencial,Médio,5,360.0,45600,3,100,0,1,0,0,0,0,0,1,0,0
187000.0,Baixa Densidade Residencial,Excelente,3,512.0,9600,2,31,0,1,0,0,0,0,1,0,0,0
131500.0,Média Densidade Residencial,Excelente,1,420.0,4435,1,4,0,0,0,1,0,0,1,0,0,0
215000.0,Baixa Densidade Residencial,Excelente,2,400.0,3196,2,3,0,1,0,0,0,0,1,0,0,0
164000.0,Baixa Densidade Residencial,Bom,4,240.0,7128,2,66,0,1,0,0,0,1,0,0,0,0
158000.0,Baixa Densidade Residencial,Médio,3,645.0,12095,1,45,0,1,0,0,0,0,0,1,0,0
170000.0,Baixa Densidade Residencial,Médio,3,454.0,17920,1,51,0,1,0,0,0,0,0,1,0,0
127000.0,Baixa Densidade Residencial,Excelente,3,260.0,6897,1,48,0,1,0,0,0,0,1,0,0,0
147000.0,Baixa Densidade Residencial,Médio,3,576.0,10970,1,30,0,1,0,0,0,0,0,1,0,0
174000.0,Baixa Densidade Residencial,Bom,3,343.0,8125,2,15,0,1,0,0,0,1,0,0,0,0
152000.0,Baixa Densidade Residencial,Médio,3,479.0,10400,2,33,0,1,0,0,0,0,0,1,0,0
250000.0,Baixa Densidade Residencial,Médio,4,619.0,11029,2,38,0,1,0,0,0,0,0,1,0,0
189950.0,Baixa Densidade Residencial,Bom,3,216.0,7642,1,89,0,1,0,0,0,1,0,0,0,0
131500.0,Baixa Densidade Residencial,Excelente,3,504.0,11625,1,45,0,1,0,0,0,0,1,0,0,0
152000.0,Baixa Densidade Residencial,Médio,3,480.0,9672,2,26,0,1,0,0,0,0,0,1,0,0
132500.0,Baixa Densidade Residencial,Médio,3,672.0,7931,1,50,0,1,0,0,0,0,0,1,0,0
250580.0,Vila Flutuante Residencial,Excelente,3,529.0,8640,2,1,0,0,0,0,1,0,1,0,0,0
148500.0,Baixa Densidade Residencial,Médio,3,902.0,8750,1,39,0,1,0,0,0,0,0,1,0,0
248900.0,Baixa Densidade Residencial,Excelente,3,870.0,10656,2,1,0,1,0,0,0,0,1,0,0,0
129000.0,Baixa Densidade Residencial,Médio,3,544.0,6970,1,46,0,1,0,0,0,0,0,1,0,0
169000.0,Baixa Densidade Residencial,Bom,2,672.0,14762,2,58,0,1,0,0,0,1,0,0,0,0
236000.0,Baixa Densidade Residencial,Excelente,3,574.0,9938,2,17,0,1,0,0,0,0,1,0,0,0
109500.0,Baixa Densidade Residencial,Bom,2,308.0,6600,1,47,0,1,0,0,0,1,0,0,0,0
200500.0,Baixa Densidade Residencial,Excelente,3,523.0,8750,2,12,0,1,0,0,0,0,1,0,0,0
116000.0,Baixa Densidade Residencial,Bom,3,414.0,8892,1,55,0,1,0,0,0,1,0,0,0,0
133000.0,Baixa Densidade Residencial,Bom,3,288.0,12144,1,60,0,1,0,0,0,1,0,0,0,0
66500.0,Média Densidade Residencial,Excelente,3,200.0,5720,1,68,0,0,0,1,0,0,1,0,0,0
303477.0,Vila Flutuante Residencial,Excelente,4,550.0,9000,2,0,0,0,0,0,1,0,1,0,0,0
132250.0,Baixa Densidade Residencial,Bom,3,648.0,25286,1,44,0,1,0,0,0,1,0,0,0,0
350000.0,Baixa Densidade Residencial,Excelente,4,738.0,8834,2,5,0,1,0,0,0,0,1,0,0,0
148000.0,Baixa Densidade Residencial,Médio,3,576.0,11782,1,49,0,1,0,0,0,0,0,1,0,0
136500.0,Baixa Densidade Residencial,Excelente,3,336.0,7000,1,31,0,1,0,0,0,0,1,0,0,0
157000.0,Baixa Densidade Residencial,Bom,2,450.0,7024,1,2,0,1,0,0,0,1,0,0,0,0
187500.0,Baixa Densidade Residencial,Excelente,3,400.0,13758,2,17,0,1,0,0,0,0,1,0,0,0
178000.0,Baixa Densidade Residencial,Bom,3,389.0,9636,2,17,0,1,0,0,0,1,0,0,0,0
118500.0,Baixa Densidade Residencial,Médio,5,440.0,6204,1,94,0,1,0,0,0,0,0,1,0,0
100000.0,Baixa Densidade Residencial,Médio,3,288.0,7150,1,42,0,1,0,0,0,0,0,1,0,0
328900.0,Vila Flutuante Residencial,Excelente,2,506.0,5119,2,9,0,0,0,0,1,0,1,0,0,0
145000.0,Baixa Densidade Residencial,Excelente,4,588.0,8393,2,47,0,1,0,0,0,0,1,0,0,0
135500.0,Baixa Densidade Residencial,Médio,3,300.0,16466,1,53,0,1,0,0,0,0,0,1,0,0
268000.0,Baixa Densidade Residencial,Excelente,4,621.0,15865,2,37,0,1,0,0,0,0,1,0,0,0
149500.0,Baixa Densidade Residencial,Excelente,2,505.0,12160,1,56,0,1,0,0,0,0,1,0,0,0
122900.0,Baixa Densidade Residencial,Excelente,3,576.0,8064,1,58,0,1,0,0,0,0,1,0,0,0
172500.0,Baixa Densidade Residencial,Bom,3,440.0,11184,2,31,0,1,0,0,0,1,0,0,0,0
154500.0,Baixa Densidade Residencial,Médio,3,264.0,8414,1,43,0,1,0,0,0,0,0,1,0,0
165000.0,Baixa Densidade Residencial,Médio,3,354.0,13284,1,54,0,1,0,0,0,0,0,1,0,0
118858.0,Baixa Densidade Residencial,Médio,4,400.0,7018,2,30,0,1,0,0,0,0,0,1,0,0
140000.0,Baixa Densidade Residencial,Médio,4,483.0,7056,1,45,0,1,0,0,0,0,0,1,0,0
106500.0,Média Densidade Residencial,Excelente,2,327.0,8765,1,70,0,0,0,1,0,0,1,0,0,0
142953.0,Baixa Densidade Residencial,Médio,6,528.0,7018,2,30,0,1,0,0,0,0,0,1,0,0
611657.0,Baixa Densidade Residencial,Excelente,2,820.0,12919,2,1,0,1,0,0,0,0,1,0,0,0
135000.0,Baixa Densidade Residencial,Médio,3,288.0,6993,1,45,0,1,0,0,0,0,0,1,0,0
110000.0,Baixa Densidade Residencial,Médio,2,684.0,7340,1,36,0,1,0,0,0,0,0,1,0,0
153000.0,Baixa Densidade Residencial,Médio,2,756.0,8712,1,52,0,1,0,0,0,0,0,1,0,0
180000.0,Baixa Densidade Residencial,Excelente,3,393.0,7875,2,3,0,1,0,0,0,0,1,0,0,0
240000.0,Baixa Densidade Residencial,Excelente,3,690.0,14859,2,0,0,1,0,0,0,0,1,0,0,0
125500.0,Baixa Densidade Residencial,Médio,3,288.0,6173,1,40,0,1,0,0,0,0,0,1,0,0
128000.0,Baixa Densidade Residencial,Médio,3,280.0,9920,1,56,0,1,0,0,0,0,0,1,0,0
255000.0,Baixa Densidade Residencial,Excelente,3,865.0,13501,2,1,0,1,0,0,0,0,1,0,0,0
250000.0,Baixa Densidade Residencial,Bom,3,180.0,11500,1,70,0,1,0,0,0,1,0,0,0,0
131000.0,Baixa Densidade Residencial,Médio,2,484.0,8885,1,23,0,1,0,0,0,0,0,1,0,0
174000.0,Baixa Densidade Residencial,Excelente,3,390.0,12589,2,4,0,1,0,0,0,0,1,0,0,0
154300.0,Baixa Densidade Residencial,Médio,5,480.0,11600,2,50,0,1,0,0,0,0,0,1,0,0
143500.0,Baixa Densidade Residencial,Médio,3,252.0,9286,1,32,0,1,0,0,0,0,0,1,0,0
88000.0,Média Densidade Residencial,Médio,3,450.0,6120,1,81,0,0,0,1,0,0,0,1,0,0
145000.0,Alta Densidade Residencial,Médio,4,871.0,6270,2,58,1,0,0,0,0,0,0,1,0,0
173733.0,Vila Flutuante Residencial,Excelente,2,528.0,3000,2,0,0,0,0,0,1,0,1,0,0,0
75000.0,Média Densidade Residencial,Razoável,3,286.0,2001,1,37,0,0,0,1,0,0,0,0,1,0
35311.0,Comercial,Médio,1,308.0,9000,0,57,0,0,1,0,0,0,0,1,0,0
135000.0,Baixa Densidade Residencial,Excelente,3,284.0,17140,1,53,0,1,0,0,0,0,1,0,0,0
238000.0,Baixa Densidade Residencial,Excelente,4,833.0,13125,2,16,0,1,0,0,0,0,1,0,0,0
176500.0,Baixa Densidade Residencial,Excelente,3,601.0,11029,1,50,0,1,0,0,0,0,1,0,0,0
201000.0,Baixa Densidade Residencial,Excelente,3,471.0,8462,2,13,0,1,0,0,0,0,1,0,0,0
145900.0,Baixa Densidade Residencial,Bom,4,0.0,8777,2,108,0,1,0,0,0,1,0,0,0,0
169990.0,Baixa Densidade Residencial,Excelente,3,397.0,10237,2,1,0,1,0,0,0,0,1,0,0,0
193000.0,Baixa Densidade Residencial,Excelente,2,533.0,8012,2,15,0,1,0,0,0,0,1,0,0,0
207500.0,Baixa Densidade Residencial,Médio,3,612.0,10240,2,26,0,1,0,0,0,0,0,1,0,0
175000.0,Baixa Densidade Residencial,Médio,3,540.0,15611,2,31,0,1,0,0,0,0,0,1,0,0
285000.0,Baixa Densidade Residencial,Excelente,4,656.0,11999,2,4,0,1,0,0,0,0,1,0,0,0
176000.0,Baixa Densidade Residencial,Bom,4,486.0,9900,2,40,0,1,0,0,0,1,0,0,0,0
236500.0,Baixa Densidade Residencial,Excelente,3,522.0,11838,2,8,0,1,0,0,0,0,1,0,0,0
222000.0,Baixa Densidade Residencial,Bom,4,642.0,13006,2,9,0,1,0,0,0,1,0,0,0,0
201000.0,Baixa Densidade Residencial,Excelente,3,610.0,8925,2,2,0,1,0,0,0,0,1,0,0,0
117500.0,Baixa Densidade Residencial,Excelente,2,429.0,9100,1,44,0,1,0,0,0,0,1,0,0,0
320000.0,Baixa Densidade Residencial,Excelente,3,788.0,11670,2,1,0,1,0,0,0,0,1,0,0,0
